Token	True POS	Predicted POS
proven	VBN	VB
few	NN	JJ
that	WDT	IN
contract	NN	NN
''	''	''
,	,	,
;	:	:
the	DT	DT
production	NN	NN
to	TO	TO
loans	NNS	NNS
Superstitions	NNPS	NNS
Robert	NNP	NNP
Data	NNP	NNS
51	CD	CD
school	NN	NN
other	JJ	JJ
to	TO	TO
the	DT	DT
The	DT	DT
said	VBD	VBD
two	CD	CD
true	JJ	JJ
capitalistic	JJ	JJ
75	CD	CD
be	VB	VB
groups	NNS	NNS
out	IN	IN
a	DT	DT
is	VBZ	VBZ
long	JJ	JJ
have	VB	VBP
noon	NN	NN
will	MD	MD
,	,	,
epicenter	NN	NN
For	IN	IN
last	JJ	JJ
list	NN	NN
and	CC	CC
analyst	NN	NN
portions	NNS	NNS
be	VB	VB
,	,	,
honest	JJ	NN
million	CD	CD
past	JJ	JJ
in	IN	IN
And	CC	CC
the	DT	DT
mine	NN	NN
were	VBD	VBD
Swedish	JJ	JJ
closed	VBD	VBD
a	DT	DT
need	NN	VBP
would	MD	MD
range	NN	NN
%	NN	NN
.	.	.
in	IN	IN
these	DT	DT
.	.	.
the	DT	DT
n't	RB	RB
has	VBZ	VBZ
R2-D2	NN	NNP
the	DT	DT
15	CD	CD
were	VBD	VBD
high	JJ	JJ
about	IN	IN
up	IN	IN
a	DT	DT
the	DT	DT
half	NN	NN
catastrophe	NN	NN
Fannie	NNP	NNP
,	,	,
Bush	NNP	NNP
legislation	NN	NN
,	,	,
a	DT	DT
.	.	.
on	IN	IN
and	CC	CC
particularly	RB	RB
offices	NNS	NNS
recognize	VB	VB
5.28	CD	CD
traditional	JJ	JJ
terms	NNS	NNS
expires	VBZ	NNS
investment	NN	NN
short-dated	JJ	JJ
price	NN	NN
Viktor	NNP	NN
in	IN	IN
times	VBZ	NNS
of	IN	IN
do	VBP	VBP
against	IN	IN
Schaefer	NNP	NNP
favors	VBZ	VBZ
Richmond	NNP	NNP
,	,	,
worry	VBP	VB
unfinished	JJ	VBD
Though	IN	IN
shipped	VBN	VBN
ingenious	JJ	JJ
million	CD	CD
have	VBP	VBP
quarter	NN	NN
is	VBZ	VBZ
at	IN	IN
billion	CD	CD
,	,	,
that	WDT	IN
risk	NN	NN
costs	NNS	NNS
had	VBD	VBD
Hurricane	NNP	NNP
the	DT	DT
acquisition	NN	NN
curtail	VB	VB
million	CD	CD
Lockheed	NNP	NNP
nothing	NN	NN
sales	NNS	NNS
holdings	NNS	NNS
cited	VBN	VBD
Whitbread	NNP	NNP
state	NN	NN
pleases	VBZ	NNS
Senate	NNP	NNP
Business	NNP	NN
``	``	``
year	NN	NN
weaker	JJR	JJR
.	.	.
giants	NNS	NNS
his	PRP$	PRP$
tax	NN	NN
a	DT	DT
House	NNP	NNP
.	.	.
with	IN	IN
computer	NN	NN
:	:	:
.	.	.
pitch	NN	NN
interests	NNS	NNS
yield	VB	NN
table	NN	NN
her	PRP$	PRP$
rate	NN	NN
rose	VBD	VBD
The	DT	DT
that	IN	IN
right	NN	NN
World	NNP	NN
headquarters	NN	NN
one-year	JJ	JJ
is	VBZ	VBZ
sign	NN	NN
the	DT	DT
necessary	JJ	JJ
up	IN	IN
otherwise	RB	RB
His	PRP$	PRP$
To	TO	TO
a	DT	DT
article	NN	NN
outside	JJ	IN
first	JJ	JJ
brand	NN	NN
provided	VBN	VBN
not	RB	RB
,	,	,
The	DT	DT
West	NNP	NNP
and	CC	CC
%	NN	NN
Mr.	NNP	NNP
earthquake	NN	NN
year	NN	NN
Republicans	NNPS	NNPS
corn	NN	NN
.	.	.
100	CD	CD
subject	NN	NN
Western	NNP	NNP
opportunities	NNS	NNS
abortion	NN	NN
Hughey	NNP	NNP
efforts	NNS	NNS
mining	NN	NN
pressed	VBN	VBD
designer	NN	NN
to	TO	TO
previously	RB	RB
seeking	VBG	VBG
services	NNS	NNS
career	NN	NN
be	VB	VB
,	,	,
trailer	NN	NN
happen	VB	VB
It	PRP	PRP
plant	NN	NN
court	NN	NN
policy	NN	NN
of	IN	IN
many	JJ	JJ
.	.	.
relief	NN	NN
to	TO	TO
and	CC	CC
can	MD	MD
right-to-life	JJ	JJ
shares	NNS	NNS
Quackenbush	NNP	NNP
McDonald	NNP	NNP
of	IN	IN
Exxon	NNP	NNP
Speaker	NNP	NNP
voted	VBD	VBD
its	PRP$	PRP$
floor	NN	NN
prompted	VBD	VBD
and	CC	CC
Friday	NNP	NNP
expanding	VBG	VBG
.	.	.
%	NN	NN
166,900,000	CD	CD
Does	VBZ	VBZ
it	PRP	PRP
create	VB	VB
the	DT	DT
which	WDT	WDT
locked	VBN	VBN
for	IN	IN
to	TO	TO
Terra	NNP	NNP
billion	CD	CD
it	PRP	PRP
as	IN	IN
from	IN	IN
major	JJ	JJ
has	VBZ	VBZ
the	DT	DT
Mr.	NNP	NNP
manufacturing	NN	NN
now	RB	RB
of	IN	IN
reform	VB	NN
``	``	``
Mr.	NNP	NNP
.	.	.
Business	NNP	NN
government	NN	NN
But	CC	CC
month	NN	NN
incurred	VBN	VBN
of	IN	IN
0.24	CD	CD
it	PRP	PRP
orders	NNS	NNS
in	IN	IN
got	VBD	VBD
,	,	,
.	.	.
in	IN	IN
is	VBZ	VBZ
.	.	.
issue	NN	NN
have	VBP	VBP
at	IN	IN
my	PRP$	PRP$
of	IN	IN
point	NN	NN
by	IN	IN
,	,	,
,	,	,
is	VBZ	VBZ
,	,	,
agrees	VBZ	VBZ
Monsanto	NNP	NNP
but	CC	CC
1.03	CD	CD
Chairman	NNP	NN
of	IN	IN
--	:	:
girlfriend	NN	NN
shake	VBP	VB
Hutton	NNP	NNP
services	NNS	NNS
Mr.	NNP	NNP
wither	VBP	IN
and	CC	CC
the	DT	DT
1	CD	CD
past	JJ	JJ
.	.	.
--	:	:
that	DT	IN
's	VBZ	POS
was	VBD	VBD
Stock	NNP	NN
Kohl	NNP	NNP
beyond	IN	IN
the	DT	DT
and	CC	CC
for	IN	IN
n't	RB	RB
began	VBD	VBD
with	RB	IN
as	IN	IN
a	DT	DT
for	IN	IN
San	NNP	NNP
fast	RB	RB
further	JJ	JJ
The	DT	DT
Lintas	NNP	NNS
.	.	.
deliver	VB	VB
Gargan	NNP	NNP
and	CC	CC
Exchange	NNP	NNP
,	,	,
make	VB	VB
Witter	NNP	NNP
printed	VBN	VBN
,	,	,
.	.	.
out	IN	IN
Earnings	NNS	NNS
financing	VBG	NN
import	NN	NN
Michele	NNP	NNP
parts	NNS	NNS
three	CD	CD
drinks	NNS	NNS
second	JJ	JJ
of	IN	IN
that	IN	IN
trading	NN	NN
ceased	VBN	VBD
at	IN	IN
tenant	NN	JJ
,	,	,
trigger	VB	VB
Dallas	NNP	NNP
was	VBD	VBD
Sihanouk	NNP	NNP
to	TO	TO
second	JJ	JJ
hopefully	RB	RB
:	:	:
is	VBZ	VBZ
program	NN	NN
.	.	.
.	.	.
defendants	NNS	NNS
the	DT	DT
the	DT	DT
has	VBZ	VBZ
be	VB	VB
Virginia	NNP	NNP
.	.	.
forced	VBN	VBN
.	.	.
bet	VBP	NN
We	PRP	PRP
to	TO	TO
where	WRB	WRB
to	TO	TO
as	IN	IN
January	NNP	NNP
,	,	,
Street	NNP	NNP
Dennis	NNP	NNP
building	NN	NN
free	JJ	JJ
francs	NNS	NNS
,	,	,
young	JJ	JJ
3	CD	CD
worth	JJ	JJ
It	PRP	PRP
the	DT	DT
were	VBD	VBD
in	IN	IN
.	.	.
steel	NN	NN
in	IN	IN
lose	VB	VB
talks	NNS	NNS
created	VBN	VBN
and	CC	CC
3	CD	CD
obtain	VB	VB
Telerate	NNP	NNP
work	VB	NN
from	IN	IN
,	,	,
,	,	,
cut	VB	VB
latest	JJS	JJS
heard	VBD	VBN
push	VB	VB
take	VB	VB
at	IN	IN
,	,	,
.	.	.
missed	VBN	VBD
at	IN	IN
to	TO	TO
sent	VBD	VBD
Co-authors	NNS	NNS
were	VBD	VBD
although	IN	IN
says	VBZ	VBZ
of	IN	IN
,	,	,
Federal	NNP	JJ
the	DT	DT
of	IN	IN
the	DT	DT
tower	NN	NN
sets	VBZ	NNS
also	RB	RB
liability	NN	NN
,	,	,
consent	NN	NN
leasing	VBG	VBG
going	VBG	VBG
points	NNS	NNS
far	RB	RB
the	DT	DT
the	DT	DT
political-action	JJ	JJ
the	DT	DT
interest	NN	NN
$	$	$
,	,	,
''	''	''
maximum	JJ	JJ
iced	JJ	VBN
$	$	$
conservatives	NNS	NNS
They	PRP	PRP
exports	NNS	NNS
are	VBP	VBP
say	VBP	VBP
for	IN	IN
this	DT	DT
cut	VBN	VB
himself	PRP	PRP
any	DT	DT
now	RB	RB
released	VBN	VBN
.	.	.
of	IN	IN
addition	NN	NN
the	DT	DT
discuss	VB	VB
do	VB	VBP
to	TO	TO
's	POS	POS
the	DT	DT
of	IN	IN
at	IN	IN
its	PRP$	PRP$
which	WDT	WDT
.	.	.
produced	VBN	VBN
trading	NN	NN
because	IN	IN
on	IN	IN
James	NNP	NNP
``	``	``
the	DT	DT
Carolina	NNP	NNP
,	,	,
prices	NNS	NNS
market	NN	NN
plastics	NNS	NNS
evidence	NN	NN
7	CD	CD
a	DT	DT
.	.	.
n't	RB	RB
.	.	.
to	TO	TO
base	NN	NN
Paramount	NNP	NNP
for	IN	IN
Rudman	NNP	NNP
speeches	NNS	NNS
million	CD	CD
Chase	NNP	NNP
might	MD	MD
them	PRP	PRP
''	''	''
Corp.	NNP	NNP
5\/8	CD	CD
more	JJR	JJR
flights	NNS	NNS
one	CD	CD
voted	VBD	VBD
the	DT	DT
EC	NNP	NNP
increases	NNS	NNS
,	,	,
California	NNP	NNP
'	POS	POS
in	IN	IN
1	CD	CD
Wichita	NNP	NNP
party	NN	NN
million	CD	CD
in	IN	IN
moving	VBG	VBG
the	DT	DT
to	TO	TO
The	DT	DT
really	RB	RB
distributors	NNS	NNS
planners	NNS	NNS
history	NN	NN
and	CC	CC
gained	VBD	VBD
ounce	NN	NN
name	NN	NN
Proceeds	NNS	NNS
any	DT	DT
million	CD	CD
Got	VBD	VBD
--	:	:
offering	VBG	NN
chief	JJ	JJ
press	NN	NN
the	DT	DT
two	CD	CD
egg	NN	NN
the	DT	DT
Green	NNP	NNP
.	.	.
compensatory	JJ	JJ
are	VBP	VBP
Ms.	NNP	NNP
erase	VB	NN
by	IN	IN
,	,	,
and	CC	CC
indictment	NN	NN
accounts	VBZ	NNS
''	''	''
financial	JJ	JJ
cable	NN	NN
that	IN	IN
guilty	JJ	JJ
or	CC	CC
Columbia	NNP	NNP
after	IN	IN
I	PRP	PRP
would	MD	MD
York	NNP	NNP
can	MD	MD
the	DT	DT
,	,	,
rate	NN	NN
$	$	$
Electric	NNP	NNP
times	NNS	NNS
dedicated	VBN	VBN
107.9	CD	CD
Still	RB	RB
.	.	.
sorts	NNS	NNS
San	NNP	NNP
program	NN	NN
an	DT	DT
suits	NNS	NNS
Arthur	NNP	NNP
ruling	NN	NN
1.23	CD	CD
wo	MD	MD
Congress	NNP	NNP
dead	JJ	JJ
,	,	,
management	NN	NN
memorandums	NNS	NNS
lead	NN	VB
with	IN	IN
a	DT	DT
Southdown	NNP	RB
the	DT	DT
terms	NNS	NNS
or	CC	CC
thriving	VBG	VBG
nation	NN	NN
Peter	NNP	NNP
said	VBD	VBD
that	IN	IN
some	DT	DT
Krenz	NNP	NNP
with	IN	IN
all	PDT	DT
.	.	.
of	IN	IN
the	DT	DT
,	,	,
company	NN	NN
utmosts	NNS	NNS
the	DT	DT
from	IN	IN
Inc.	NNP	NNP
and	CC	CC
a	DT	DT
Two	CD	CD
Hilton	NNP	NNP
term	NN	NN
pressure	NN	NN
flower-bordered	JJ	VBN
.	.	.
pro	FW	NNP
,	,	,
--	:	:
.	.	.
Windflower	NNP	JJR
of	IN	IN
vice	NN	NN
Cup	NNP	NNP
still	RB	RB
says	VBZ	VBZ
stability	NN	NN
on	IN	IN
altogether	RB	RB
after	IN	IN
that	IN	IN
buckle	VB	VB
days	NNS	NNS
order	NN	NN
for	IN	IN
Mortgage	NNP	NN
to	TO	TO
,	,	,
also	RB	RB
of	IN	IN
typically	RB	RB
closed	VBD	VBD
options	NNS	NNS
is	VBZ	VBZ
money	NN	NN
semiconductor	NN	NNP
be	VB	VB
ease	VB	VB
vice	NN	NN
come	VB	VB
recently	RB	RB
securities	NNS	NNS
3.1	CD	CD
various	JJ	JJ
is	VBZ	VBZ
the	DT	DT
investment-newsletter	NN	NN
$	$	$
may	MD	MD
the	DT	DT
without	IN	IN
negotiations	NNS	NNS
Mass.	NNP	NNP
traffic	NN	NN
operates	VBZ	VBZ
Dynamics	NNP	NNP
and	CC	CC
pencils	NNS	NNS
at	IN	IN
indirect	JJ	JJ
Times-Stock	NNP	NNP
a	DT	DT
Corp.	NNP	NNP
to	TO	TO
.	.	.
the	DT	DT
at	IN	IN
compared	VBN	VBN
As	IN	IN
have	VB	VBP
27	CD	CD
%	NN	NN
Pfeiffer	NNP	NNP
Mr.	NNP	NNP
to	TO	TO
.	.	.
and	CC	CC
:	:	:
the	DT	DT
's	POS	POS
on	IN	IN
,	,	,
.	.	.
capitalism	NN	NN
.	.	.
make	VB	VB
.	.	.
it	PRP	PRP
A	DT	DT
San	NNP	NNP
which	WDT	WDT
awarded	VBD	VBD
off	RB	IN
slowly	RB	RB
repeated	VBN	VBN
is	VBZ	VBZ
and	CC	CC
scenes	NNS	NNS
Chinese	JJ	JJ
Treasurys	NNPS	NNPS
buildings	NNS	NNS
literally	RB	RB
``	``	``
other	JJ	JJ
allocation	NN	NN
Europe	NNP	NNP
attitude	NN	NN
now	RB	RB
the	DT	DT
the	DT	DT
risk	NN	NN
another	DT	DT
note	NN	NN
NH	NNP	NNP
so	RB	RB
demand	NN	NN
share	NN	NN
customers	NNS	NNS
clergyman	NN	NNP
Series	NNP	NNP
and	CC	CC
.	.	.
trust	VB	NNP
said	VBD	VBD
tempting	JJ	JJ
Carlos	NNP	NNP
Mr.	NNP	NNP
holders	NNS	NNS
retire	VB	VB
4.7	CD	CD
concede	VBP	VB
Corp.	NNP	NNP
are	VBP	VBP
981.2	CD	CD
impose	VB	VB
Irvine	NNP	NNP
.	.	.
confirmed	VBN	VBD
Sen.	NNP	NNP
billion	CD	CD
boost	NN	VB
,	,	,
stock	NN	NN
of	IN	IN
Wall	NNP	NNP
large	JJ	JJ
slowdown	NN	NN
who	WP	WP
will	MD	MD
:	:	:
shutdown	NN	NN
an	DT	DT
75	CD	CD
out	IN	IN
$	$	$
an	DT	DT
Employee	NNP	NN
returns	NNS	NNS
auxiliary	JJ	JJ
,	,	,
received	VBN	VBD
$	$	$
billion	CD	CD
between	IN	IN
;	:	:
investors	NNS	NNS
Wall	NNP	NNP
said	VBD	VBD
trader	NN	NN
New	NNP	JJ
'	POS	POS
narrowed	VBD	VBD
it	PRP	PRP
also	RB	RB
,	,	,
pipeline	NN	NN
factories	NNS	NNS
,	,	,
%	NN	NN
police	VB	NN
Bridge	NNP	NNP
with	IN	IN
In	IN	IN
on	IN	IN
believed	VBN	VBD
primary	JJ	JJ
their	PRP$	PRP$
NOW	RB	RB
and	CC	CC
,	,	,
group	NN	NN
investment-banking	NN	NN
U.S.	NNP	NNP
10	CD	CD
Corp.	NNP	NNP
There	EX	EX
of	IN	IN
4.875	CD	CD
uncertainty	NN	NN
USAir	NNP	NNP
.	.	.
the	DT	DT
monetary	JJ	JJ
run	VB	VB
of	IN	IN
one	CD	CD
years	NNS	NNS
authorize	VB	NNP
also	RB	RB
1990	CD	CD
$	$	$
drop	NN	NN
that	IN	IN
investments	NNS	NNS
IBM	NNP	NNP
it	PRP	PRP
foreign	JJ	JJ
Lower	JJR	JJR
does	VBZ	VBZ
Fla.	NNP	NNP
stance	NN	NN
when	WRB	WRB
,	,	,
he	PRP	PRP
the	DT	DT
.	.	.
funds	NNS	NNS
on	IN	IN
one	CD	CD
not	RB	RB
quick-fix	JJ	JJ
go	VB	VB
a	DT	DT
out	IN	IN
with	IN	IN
tropical	JJ	JJ
a	DT	DT
in	IN	IN
for	IN	IN
legality	NN	NN
life	NN	NN
,	,	,
public	JJ	JJ
opinion	NN	NN
of	IN	IN
up	IN	IN
this	DT	DT
,	,	,
consulting	NN	NN
's	VBZ	POS
narrowly	RB	RB
exclude	VBP	VB
of	IN	IN
and	CC	CC
room	NN	NN
that	WDT	IN
stakes	NNS	NNS
either	DT	DT
the	DT	DT
and	CC	CC
capitalize	VB	VB
the	DT	DT
of	IN	IN
largely	RB	RB
under	IN	IN
Bumiputra	NNP	NNP
and	CC	CC
next	JJ	JJ
Fried	NNP	NNP
.	.	.
,	,	,
there	EX	EX
Houston	NNP	NNP
said	VBD	VBD
since	IN	IN
and	CC	CC
,	,	,
in	IN	IN
him	PRP	PRP
the	DT	DT
do	VBP	VBP
a	DT	DT
44	CD	CD
,	,	,
bid	NN	NN
that	DT	IN
at	IN	IN
Germany	NNP	NNP
reasons	NNS	NNS
shipping	VBG	VBG
total	JJ	JJ
.	.	.
rates	NNS	NNS
Some	DT	DT
issued	VBN	VBN
,	,	,
fueled	VBN	VBN
a	DT	DT
power	NN	NN
with	IN	IN
to	TO	TO
lower	JJR	JJR
By	IN	IN
even	RB	RB
fuel	NN	NN
what	WP	WP
water	NN	NN
''	''	''
other	JJ	JJ
enroll	VBP	VB
due	JJ	JJ
Figures	NNS	NNS
who	WP	WP
candidate	NN	NN
to	TO	TO
the	DT	DT
least	JJS	JJS
sales	NNS	NNS
gain	NN	NN
.	.	.
,	,	,
$	$	$
Guzman	NNP	NNP
it	PRP	PRP
need	VBP	VBP
until	IN	IN
it	PRP	PRP
much	JJ	JJ
says	VBZ	VBZ
we	PRP	PRP
the	DT	DT
or	CC	CC
chairman	NN	NN
has	VBZ	VBZ
far	RB	RB
together	RB	RB
problem	NN	NN
in	IN	IN
Inc.	NNP	NNP
interrupted	VBN	VBN
should	MD	MD
said	VBD	VBD
the	DT	DT
to	TO	TO
of	IN	IN
hourly	JJ	JJ
to	TO	TO
The	DT	DT
''	''	''
looking	VBG	VBG
'	POS	POS
Mr.	NNP	NNP
of	IN	IN
,	,	,
''	''	''
``	``	``
figure	NN	NN
folks	NNS	NNS
.	.	.
,	,	,
''	''	''
complaint	NN	NN
a	DT	DT
.	.	.
industrywide	JJ	JJ
due	JJ	JJ
spend	VB	VB
Minister	NNP	NN
across	IN	IN
in	IN	IN
bailout	NN	NN
all	DT	DT
can	MD	MD
.	.	.
has	VBZ	VBZ
front	NN	NN
n't	RB	RB
was	VBD	VBD
Clinton	NNP	NNP
had	VBD	VBD
officer	NN	NN
Few	JJ	JJ
more	JJR	JJR
operation	NN	NN
checks	NNS	NNS
,	,	,
62.5	CD	CD
said	VBD	VBD
his	PRP$	PRP$
will	MD	MD
says	VBZ	VBZ
firm	NN	NN
at	IN	IN
the	DT	DT
a	DT	DT
offer	VBP	NN
Francisco	NNP	NNP
said	VBD	VBD
Dickinson	NNP	NNP
$	$	$
successfully	RB	RB
and	CC	CC
.	.	.
they	PRP	PRP
also	RB	RB
more	JJR	JJR
.	.	.
the	DT	DT
therefore	RB	RB
,	,	,
week	NN	NN
I	PRP	PRP
compound	NN	NN
there	EX	EX
He	PRP	PRP
forecasts	NNS	NNS
says	VBZ	VBZ
this	DT	DT
the	DT	DT
federal	JJ	JJ
was	VBD	VBD
95	CD	CD
's	POS	POS
long-term	JJ	JJ
to	TO	TO
Galileo	NNP	NNP
,	,	,
the	DT	DT
,	,	,
:	:	:
regular	JJ	JJ
pilot	NN	NN
assets	NNS	NNS
restarted	VBN	VBN
of	IN	IN
candidates	NNS	NNS
spokesman	NN	NN
share	NN	NN
have	VBP	VBP
try	VBP	VB
and	CC	CC
.	.	.
the	DT	DT
condition	NN	NN
heels	NNS	NNS
of	IN	IN
.	.	.
asset-backed	JJ	JJ
-LRB-	(	(
share	NN	NN
,	,	,
,	,	,
store	NN	NN
during	IN	IN
USAir	NNP	NNP
push	VB	VB
variety	NN	NN
institutional	JJ	JJ
Valley	NNP	NNP
Court	NNP	NN
,	,	,
catastrophic	JJ	JJ
to	TO	TO
solicitations	NNS	NNS
me	PRP	PRP
beyond	IN	IN
pound	NN	NN
and	CC	CC
of	IN	IN
ecologically	RB	RB
offering	NN	NN
a	DT	DT
and	CC	CC
50,000	CD	CD
whatever	WDT	WDT
``	``	``
to	TO	TO
``	``	``
making	VBG	VBG
to	TO	TO
overall	JJ	JJ
says	VBZ	VBZ
but	CC	CC
in	IN	IN
the	DT	DT
a	DT	DT
U.S.	NNP	NNP
he	PRP	PRP
by	IN	IN
Services	NNP	NNS
Democratic	JJ	JJ
the	DT	DT
this	DT	DT
kicked	VBN	VBD
investment	NN	NN
industry	NN	NN
travel	NN	NN
in	IN	IN
water	NN	NN
.	.	.
hails	VBZ	NNS
-RRB-	)	)
But	CC	CC
company	NN	NN
The	DT	DT
the	DT	DT
in	IN	IN
but	CC	CC
calculated	VBN	VBN
join	VB	VB
,	,	,
concept	NN	NN
sent	VBD	VBD
and	CC	CC
made	VBD	VBN
to	TO	TO
.	.	.
big	JJ	JJ
Mr.	NNP	NNP
debt	NN	NN
in	IN	IN
meeting	NN	NN
,	,	,
by	IN	IN
,	,	,
judge	NN	NNP
to	TO	TO
as	IN	IN
13.4	CD	CD
,	,	,
Cross	NNP	NNP
,	,	,
amount	NN	NN
of	IN	IN
1989	CD	CD
swift	JJ	JJ
at	IN	IN
sold	VBD	VBN
nine-month	JJ	JJ
and	CC	CC
of	IN	IN
ago	RB	RB
for	IN	IN
said	VBD	VBD
on	IN	IN
pass	VB	VB
payroll	NN	NN
that	DT	IN
Some	DT	DT
by	IN	IN
,	,	,
Second	NNP	JJ
a	DT	DT
results	NNS	NNS
National	NNP	NNP
Home	NNP	NN
's	POS	POS
each	DT	DT
congressman	NN	NN
cautiously	RB	RB
against	IN	IN
a	DT	DT
world	NN	NN
van	NNP	NNP
yen	NN	NN
cuts	NNS	NNS
agreed	VBD	VBD
of	IN	IN
year	NN	NN
,	,	,
more	JJR	JJR
is	VBZ	VBZ
his	PRP$	PRP$
said	VBD	VBD
,	,	,
million	CD	CD
higher	JJR	JJR
Street	NNP	NNP
plan	NN	NN
Communist	NNP	NNP
.	.	.
cut	NN	VB
the	DT	DT
model	NN	NN
third	JJ	JJ
development	NN	NN
%	NN	NN
hair	NN	NN
of	IN	IN
French	JJ	JJ
keep	VB	VB
the	DT	DT
by	IN	IN
conduct	VB	VB
part	NN	NN
have	VB	VBP
the	DT	DT
third-quarter	JJ	JJ
is	VBZ	VBZ
such	JJ	JJ
-LRB-	(	(
started	VBD	VBD
some	DT	DT
,	,	,
frees	VBZ	NNS
most	RBS	RBS
He	PRP	PRP
,	,	,
to	TO	TO
that	WDT	IN
relief	NN	NN
first	JJ	JJ
fell	VBD	VBD
Costa	NNP	NNP
.	.	.
''	''	''
of	IN	IN
of	IN	IN
short-run	JJ	JJ
you	PRP	PRP
investment	NN	NN
53	CD	CD
was	VBD	VBD
the	DT	DT
There	EX	EX
in	IN	IN
efficiently	RB	RB
the	DT	DT
the	DT	DT
play	VB	VB
.	.	.
,	,	,
Western	NNP	NNP
way	NN	NN
other	JJ	JJ
McGraw-Hill	NNP	NNP
into	IN	IN
Commission	NNP	NNP
Friday	NNP	NNP
only	RB	RB
year	NN	NN
the	DT	DT
boosted	VBD	VBD
$	$	$
scheduled	VBN	VBN
milestones	NNS	NNS
for	IN	IN
I	PRP	PRP
But	CC	CC
the	DT	DT
this	DT	DT
for	IN	IN
which	WDT	WDT
added	VBD	VBD
to	TO	TO
California	NNP	NNP
base	NN	NN
the	DT	DT
mood	NN	NN
In	IN	IN
degrees	NNS	VBZ
by	IN	IN
historic	JJ	JJ
,	,	,
million	CD	CD
were	VBD	VBD
paid-up	JJ	JJ
,	,	,
plan	NN	NN
which	WDT	WDT
Democrats	NNPS	NNPS
million	CD	CD
from	IN	IN
that	IN	IN
''	''	''
.	.	.
be	VB	VB
41	CD	CD
in	IN	IN
of	IN	IN
Holding	NNP	VBG
for	IN	IN
113	CD	CD
in	IN	IN
government	NN	NN
1992	CD	CD
to	TO	TO
$	$	$
,	,	,
.	.	.
a	DT	DT
buy	VBP	VB
guaranteeing	VBG	VBG
of	IN	IN
returns	NNS	NNS
at	IN	IN
applies	VBZ	VBZ
of	IN	IN
rose	VBD	VBD
the	DT	DT
&	CC	CC
money	NN	NN
Rica	NNP	NNP
the	DT	DT
charity	NN	NN
high	JJ	JJ
they	PRP	PRP
Blunt	NNP	NNP
September	NNP	NNP
Japanese	JJ	JJ
the	DT	DT
about	IN	IN
,	,	,
stations	NNS	NNS
of	IN	IN
area	NN	NN
margin	NN	NN
clearing	VBG	NNP
entire	JJ	JJ
's	POS	POS
cash	NN	NN
Series	NNP	NNP
$	$	$
looking	VBG	VBG
get	VB	VB
against	IN	IN
index	NN	NN
he	PRP	PRP
appears	VBZ	VBZ
fully	RB	RB
n't	RB	RB
at	IN	IN
of	IN	IN
because	IN	IN
certain	JJ	JJ
Robinson	NNP	NNP
an	DT	DT
Korean	JJ	JJ
Block	NNP	NNP
that	WDT	IN
pooled	VBN	VBN
Nov.	NNP	NNP
of	IN	IN
government	NN	NN
that	IN	IN
also	RB	RB
a	DT	DT
allow	VB	VB
personal	JJ	JJ
$	$	$
,	,	,
shares	NNS	NNS
Western	NN	NNP
.	.	.
to	TO	TO
plenty	NN	NN
3	CD	CD
nine	CD	CD
an	DT	DT
''	''	''
Average	NNP	JJ
weeks	NNS	NNS
Allied-Lyons	NNP	NNP
's	POS	POS
her	PRP$	PRP$
,	,	,
trust	NN	NNP
for	IN	IN
he	PRP	PRP
's	POS	POS
to	TO	TO
Island	NNP	NNP
keep	VB	VB
early	JJ	JJ
new	JJ	JJ
Foster	NNP	NNP
has	VBZ	VBZ
care	NN	NN
than	IN	IN
million	CD	CD
a	DT	DT
inflation	NN	NN
's	POS	POS
,	,	,
Airlines	NNPS	NNPS
White	NNP	NNP
.	.	.
Peter	NNP	NNP
point	NN	NN
other	JJ	JJ
if	IN	IN
central	JJ	NNP
me	PRP	PRP
inspection	NN	NN
or	CC	CC
Los	NNP	NNP
year	NN	NN
employees	NNS	NNS
.	.	.
,	,	,
.	.	.
brand	NN	NN
split	NN	NN
which	WDT	WDT
a	DT	DT
more	JJR	JJR
course	NN	NN
the	DT	DT
Witter	NNP	NNP
place	NN	NN
1982	CD	CD
state	NN	NN
near	IN	IN
directors	NNS	NNS
Inc.	NNP	NNP
loan-loss	NN	NN
and	CC	CC
My	PRP$	PRP$
$	$	$
Gaubert	NNP	NNP
,	,	,
,	,	,
,	,	,
.	.	.
.	.	.
leads	VBZ	VBZ
.	.	.
the	DT	DT
subsidizing	VBG	VBG
execute	VB	VB
follow	VB	VB
ride	NN	NN
Krenz	NNP	NNP
But	CC	CC
very	RB	RB
,	,	,
after	IN	IN
has	VBZ	VBZ
be	VB	VB
the	DT	DT
of	IN	IN
$	$	$
.	.	.
spread	NN	NN
Derek	NNP	NNP
airwaves	NNS	VBZ
,	,	,
companies	NNS	NNS
the	DT	DT
hence	RB	RB
talk	NN	VB
the	DT	DT
Corp.	NNP	NNP
earlier	RBR	RBR
them	PRP	PRP
business	NN	NN
be	VB	VB
and	CC	CC
investors	NNS	NNS
and	CC	CC
Eurocom	NNP	NNP
bank	NN	NN
committees	NNS	NNS
Sununu	NNP	NNP
were	VBD	VBD
influence	NN	NN
.	.	.
inflation	NN	NN
PDT	NNP	NNP
its	PRP$	PRP$
a	DT	DT
likely	JJ	JJ
chided	VBD	VBN
added	VBD	VBD
insurgents	NNS	NNS
have	VB	VBP
stripped	VBN	VBD
large	JJ	JJ
report	NN	NN
was	VBD	VBD
law	NN	NN
August	NNP	NNP
,	,	,
still	RB	RB
